GBP5,FCGR1A,IRAK3,PDCD1LG2,diag
"1,07587623596191","5,39129066467285","4,45513343811035","8,47459602355957",NO_TB
"2,78561782836914","5,09760665893555","4,75251388549805","9,30205535888672",NO_TB
"2,19786262512207","4,76847457885742","5,62715148925781","9,34427642822266",NO_TB
"-0,0431346893310547","2,69540977478027","4,14024925231934","6,59345817565918",NO_TB
"-0,331428527832031","1,99310684204102","4,88380432128906","7,29971313476563",NO_TB
"0,984218597412109","2,98231887817383","4,15655517578125","7,59596252441406",NO_TB
"1,49644660949707","4,35897636413574","4,43642997741699","9,15006065368652",NO_TB
"-1,98203659057617","0,595157623291016","4,79096412658691","4,13848304748535",TB
"1,1458625793457","4,7561206817627","4,19743537902832","8,75570297241211",NO_TB
"3,26426696777344","4,3585090637207","4,92712020874023","9,00884819030762",NO_TB
"-2,97195816040039","-0,110357284545898","4,99271965026856","2,92632484436035",TB
"-0,472362518310547","2,19894218444824","5,53745079040527","6,10521507263184",NO_TB
"0,47218132019043","2,74122619628906","3,46937942504883","7,03788566589356",NO_TB
"-0,253402709960938","1,95473480224609","4,16016960144043","6,74660491943359",TB
"0,777456283569336","4,47829246520996","4,89214515686035","7,92288589477539",NO_TB
"0,710254669189453","3,54545211791992","4,74026870727539","7,71438598632813",NO_TB
"0,460941314697266","2,84578323364258","4,35604667663574","8,63249397277832",NO_TB
"1,90888214111328","4,58620834350586","4,59094619750977","8,26040649414063",NO_TB
"1,53504753112793","3,83060073852539","5,35046005249023","7,63778686523438",NO_TB
"0,215087890625","2,25033569335938","5,26807403564453","8,1240234375",TB
"-1,6026439666748","0,805484771728516","4,86923408508301","4,81997108459473",TB
"1,72092247009277","4,72538566589356","4,7541446685791","9,2912654876709",NO_TB
"2,24626350402832","3,38900947570801","5,08510398864746","7,93722724914551",NO_TB
"0,788421630859375","3,28469848632813","4,61638641357422","7,8933277130127",TB
"-1,21292877197266","-0,364189147949219","4,06111145019531","3,3552360534668",NO_TB
"-1,29057884216309","-0,136056900024414","4,13059425354004","4,56607627868652",TB
"2,6070499420166","3,92730712890625","4,92019653320313","9,48801422119141",TB
"-1,19150543212891","-0,363204956054688","4,34234619140625","4,2067985534668",TB
"3,52825546264648","4,8951587677002","4,37274551391602","9,8451099395752",NO_TB
"0,442987442016602","1,45027351379395","4,86561584472656","4,75885391235352",TB
"0,665315628051758","0,664569854736328","4,26465797424316","5,24442100524902",TB
"2,48411178588867","3,80267333984375","4,14536666870117","7,52852439880371",NO_TB
"3,20980834960938","4,24452209472656","4,26021385192871","8,15787887573242",TB
"1,17609024047852","1,58961868286133","5,0723876953125","5,61806106567383",TB
"2,41536140441895","2,58465385437012","4,74637031555176","7,65511131286621",NO_TB
"3,26932334899902","4,63321876525879","4,90143394470215","8,33906555175781",NO_TB
"-0,859241485595703","-0,0392799377441406","4,33557891845703","3,12839126586914",TB
"3,58505249023438","3,40103912353516","2,70511436462402","9,4423770904541",NO_TB
"-0,528226852416992","0,222015380859375","4,42317199707031","4,95659637451172",TB
"-0,272029876708984","0,428829193115234","4,22318649291992","4,63980102539063",TB
"2,11642837524414","2,73473358154297","4,91667938232422","7,6925163269043",NO_TB
"3,26360321044922","2,65464401245117","4,71827125549316","8,48259353637695",NO_TB
"1,42971801757809","3,64374923706055","3,44993209838867","8,65047454833984",NO_TB
"-1,84774780273442","1,28599166870117","3,78890037536621","5,60942840576172",TB
"-1,53507423400879","0,564413070678711","4,04408836364746","4,87566566467285",TB
"2,55086135864255","2,44384384155273","3,83507537841797","9,50778770446777",NO_TB
"-0,0427932739257813","1,64366912841797","4,56510162353516","4,67121315002441",TB
"0,707050323486328","1,43571853637695","3,70511245727539","7,33424758911133",TB
"1,21741676330557","3,39752388000488","4,46655082702637","6,96539497375488",NO_TB
"1,00573348999023","3,8394889831543","4,4814453125","7,9361686706543",NO_TB
"2,29436874389648","3,41731452941895","5,19298553466797","10,1190757751465",NO_TB
"-0,241794586181705","1,35150909423828","4,66045761108398","5,55027389526367",NO_TB
"-0,470321655273398","0,823167800903359","4,65339660644535","5,55572509765629",NO_TB
"1,98796463012695","5,17674255371094","5,13026809692383","9,48283004760742",NO_TB
"0,544578552246058","3,60284614562988","4,64753150939941","8,06382942199707",NO_TB
"-2,44516563415521","0,144224166870178","4,78213119506842","3,88971710205084",TB
"-0,903039932250977","1,5566520690918","5,3687915802002","5,26852607727051",NO_TB
"0,661342620849609","4,80462265014648","4,38487052917481","8,45784378051758",NO_TB
"1,87203979492188","1,71622085571289","4,12247848510742","7,9665412902832",NO_TB
"1,15216445922861","4,03591918945322","4,58016967773447","8,27042198181162",NO_TB
"-1,17330932617188","1,32073211669922","6,02139282226563","6,78886795043945",TB
"-0,23139762878418","0,638015747070313","5,70198822021484","7,26218605041504",TB
"1,64609909057617","4,55522918701172","5,10501480102539","8,49847602844238",NO_TB
"1,52948570251463","4,57373428344727","4,66256332397461","9,06401443481445",NO_TB
"-1,3317489624023","0,50244903564457","4,56821060180668","3,98967361450199",TB
"0,946098327636726","4,43981170654298","4,68251991271973","7,09438514709473",NO_TB
"-2,27179908752441","0,415233612060547","5,54864883422852","3,63822746276855",TB
"-1,87596130371094","0,728769302368164","5,12812805175781","4,4119873046875",TB
"0,435140609741136","4,1266975402832","5,15416717529297","7,25694465637207",NO_TB
"1,98238563537607","4,01532554626474","5,90119743347177","9,59509277343759",NO_TB
"-1,9383487701416","1,21286010742188","6,6910343170166","6,47245597839356",TB
"-0,929821014404297","1,60200691223145","6,44916534423828","5,35316467285156",NO_TB
"-0,810712814331055","2,28348731994629","5,49207305908203","7,71552658081055",NO_TB
"0,2818603515625","3,41574478149414","5,1402587890625","7,03605651855469",NO_TB
"-1,46528053283692","0,624195098876953","5,45524597167969","6,82932281494141",NO_TB
"0,944252014160156","4,53420066833496","4,33833503723145","7,05500793457031",NO_TB
"0,104562759399414","2,61349296569824","5,70680809020996","6,47489738464356",NO_TB
"1,56440544128418","3,39665222167969","4,98408889770508","7,28756713867188",NO_TB
"1,322021484375","3,10885620117188","5,93350601196289","7,11982154846191",TB
"-0,77996826171875","1,42911720275879","4,39484596252441","5,75138473510742",TB
"1,87261581420898","3,50721168518066","4,85295677185059","7,64448738098145",NO_TB
"-0,169826507568359","2,49415969848633","4,31597328186035","6,84330368041992",TB
"1,9130973815918","4,20303535461426","5,7971134185791","7,29159164428711",NO_TB
"-1,65595245361328","0,513759613037109","4,72728729248047","3,74411773681641",TB
"-2,17564010620117","1,01996612548828","5,27127265930176","3,40848159790039",NO_TB
"0,89185905456543","2,6273193359375","4,68379211425781","7,73278045654297",NO_TB
"-2,9813117980957","-0,450740814208984","4,27289772033691","2,05084609985352",TB
"-2,5715446472168","-0,208942413330078","4,06208992004395","3,98516464233398",NO_TB
"0,466922760009766","1,03530502319336","4,09335327148438","7,48261451721191",NO_TB
"1,2433967590332","4,48803901672363","4,16043663024902","7,11379623413086",NO_TB
"0,370582580566406","3,63055038452148","4,35384559631348","7,55308151245117",NO_TB
"-0,687999725341797","-0,137332916259766","5,24048614501953","10,4311943054199",TB
"0,965751647949219","2,48498153686523","4,68902969360352","7,28629684448242",NO_TB
"1,09833145141602","3,44091033935547","4,25946998596191","-3,23118591308594",NO_TB
"-1,35088920593262","1,28492736816406","3,66760635375977","4,71667098999023",NO_TB
"0,551841735839844","1,91210556030273","4,55079460144043","6,56417846679688",TB
"-2,23996353149414","0,882461547851563","4,1109504699707","4,7680549621582",TB
"0,666156768798828","2,97880744934082","4,47757720947266","6,97030258178711",NO_TB
"0,529638290405273","4,44212150573731","5,21911430358887","6,86260032653809",NO_TB
"0,698760986328125","2,77233123779297","3,65623092651367","6,48769950866699",NO_TB
"-1,58683395385742","0,556262969970703","5,04705429077148","4,16264533996582",NO_TB
"1,034423828125","4,43367767333984","4,92959976196289","7,32781600952148",NO_TB
